superkingdom_id	kingdom_id	phylum_id	class_id	order_id	family_id	genus_id	species_id
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9605: 'Homo'}	{9606: 'Homo sapiens'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10066: 'Muridae'}	{10088: 'Mus'}	{10090: 'Mus musculus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10066: 'Muridae'}	{10114: 'Rattus'}	{10116: 'Rattus norvegicus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9903: 'Bos'}	{9913: 'Bos taurus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8292: 'Amphibia'}	{8342: 'Anura'}	{8352: 'Pipidae'}	{8353: 'Xenopus'}	{8364: 'Xenopus tropicalis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9821: 'Suidae'}	{9822: 'Sus'}	{9823: 'Sus scrofa'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9596: 'Pan'}	{9598: 'Pan troglodytes'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9608: 'Canidae'}	{9611: 'Canis'}	{9612: 'Canis lupus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{7952: 'Cypriniformes'}	{2743709: 'Danionidae'}	{7954: 'Danio'}	{7955: 'Danio rerio'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9539: 'Macaca'}	{9544: 'Macaca mulatta'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{31022: 'Tetraodontiformes'}	{31031: 'Tetraodontidae'}	{31032: 'Takifugu'}	{31033: 'Takifugu rubripes'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9975: 'Lagomorpha'}	{9979: 'Leporidae'}	{9984: 'Oryctolagus'}	{9986: 'Oryctolagus cuniculus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{38605: 'Didelphimorphia'}	{9265: 'Didelphidae'}	{13615: 'Monodelphis'}	{13616: 'Monodelphis domestica'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9787: 'Perissodactyla'}	{9788: 'Equidae'}	{9789: 'Equus'}	{9796: 'Equus caballus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9498: 'Cebidae'}	{9481: 'Callithrix'}	{9483: 'Callithrix jacchus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9599: 'Pongo'}	{9601: 'Pongo abelii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9632: 'Ursidae'}	{9645: 'Ailuropoda'}	{9646: 'Ailuropoda melanoleuca'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{8504: 'Lepidosauria'}	{8509: 'Squamata'}	{2024747: 'Dactyloidae'}	{28376: 'Anolis'}	{28377: 'Anolis carolinensis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9577: 'Hylobatidae'}	{325165: 'Nomascus'}	{61853: 'Nomascus leucogenys'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9779: 'Proboscidea'}	{9780: 'Elephantidae'}	{9784: 'Loxodonta'}	{9785: 'Loxodonta africana'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9255: 'Monotremata'}	{9256: 'Ornithorhynchidae'}	{9257: 'Ornithorhynchus'}	{9258: 'Ornithorhynchus anatinus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{8139: 'Oreochromis'}	{8128: 'Oreochromis niloticus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10139: 'Caviidae'}	{10140: 'Cavia'}	{10141: 'Cavia porcellus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10028: 'Cricetulus'}	{10029: 'Cricetulus griseus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{38608: 'Dasyuromorphia'}	{9277: 'Dasyuridae'}	{9304: 'Sarcophilus'}	{9305: 'Sarcophilus harrisii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{40297: 'Galagidae'}	{30610: 'Otolemur'}	{30611: 'Otolemur garnettii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9596: 'Pan'}	{9597: 'Pan paniscus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9554: 'Papio'}	{9555: 'Papio anubis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9498: 'Cebidae'}	{9520: 'Saimiri'}	{27679: 'Saimiri boliviensis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9681: 'Felidae'}	{9682: 'Felis'}	{9685: 'Felis catus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9935: 'Ovis'}	{9940: 'Ovis aries'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9604: 'Hominidae'}	{9592: 'Gorilla'}	{9593: 'Gorilla gorilla'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{76071: 'Beloniformes'}	{47757: 'Adrianichthyidae'}	{8089: 'Oryzias'}	{8090: 'Oryzias latipes'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9726: 'Delphinidae'}	{9732: 'Orcinus'}	{9733: 'Orcinus orca'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9774: 'Sirenia'}	{9775: 'Trichechidae'}	{9776: 'Trichechus'}	{9778: 'Trichechus manatus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9705: 'Odobenidae'}	{9706: 'Odobenus'}	{9707: 'Odobenus rosmarus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9787: 'Perissodactyla'}	{9803: 'Rhinocerotidae'}	{9806: 'Ceratotherium'}	{9807: 'Ceratotherium simum'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{948951: 'Cingulata'}	{9359: 'Dasypodidae'}	{9360: 'Dasypus'}	{9361: 'Dasypus novemcinctus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{143623: 'Maylandia'}	{106582: 'Maylandia zebra'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9975: 'Lagomorpha'}	{9976: 'Ochotonidae'}	{9977: 'Ochotona'}	{9978: 'Ochotona princeps'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9362: 'Eulipotyphla'}	{9376: 'Soricidae'}	{9379: 'Sorex'}	{42254: 'Sorex araneus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10158: 'Octodontidae'}	{10159: 'Octodon'}	{10160: 'Octodon degus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{30648: 'Dipodidae'}	{48867: 'Jaculus'}	{51337: 'Jaculus jaculus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9362: 'Eulipotyphla'}	{9373: 'Talpidae'}	{143301: 'Condylura'}	{143302: 'Condylura cristata'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	<not present>	{9369: 'Tenrecidae'}	{9370: 'Echinops'}	{9371: 'Echinops telfairi'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9655: 'Mustelidae'}	{9665: 'Mustela'}	{9668: 'Mustela putorius'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10167: 'Bathyergidae'}	{10180: 'Heterocephalus'}	{10181: 'Heterocephalus glaber'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10035: 'Mesocricetus'}	{10036: 'Mesocricetus auratus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{8459: 'Testudines'}	{8476: 'Emydidae'}	{8477: 'Chrysemys'}	{8479: 'Chrysemys picta'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{55153: 'Sciuridae'}	{1141640: 'Ictidomys'}	{43179: 'Ictidomys tridecemlineatus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{337677: 'Cricetidae'}	{10053: 'Microtus'}	{79684: 'Microtus ochrogaster'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9989: 'Rodentia'}	{10150: 'Chinchillidae'}	{10151: 'Chinchilla'}	{34839: 'Chinchilla lanigera'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9443: 'Primates'}	{9527: 'Cercopithecidae'}	{9539: 'Macaca'}	{9541: 'Macaca fascicularis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9922: 'Capra'}	{9925: 'Capra hircus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{195936: 'Pundamilia'}	{303518: 'Pundamilia nyererei'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{28738: 'Cyprinodontiformes'}	{8079: 'Poeciliidae'}	{8082: 'Xiphophorus'}	{8083: 'Xiphophorus maculatus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9431: 'Vespertilionidae'}	{9434: 'Myotis'}	{109478: 'Myotis brandtii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9903: 'Bos'}	{72004: 'Bos mutus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{186623: 'Actinopteri'}	{1489911: 'Cichliformes'}	{8113: 'Cichlidae'}	{8121: 'Haplochromis'}	{8153: 'Haplochromis burtoni'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{7894: 'Coelacanthiformes'}	{7895: 'Coelacanthidae'}	{7896: 'Latimeria'}	{7897: 'Latimeria chalumnae'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	<not present>	{1294634: 'Crocodylia'}	{1294636: 'Alligatoridae'}	{8495: 'Alligator'}	{38654: 'Alligator sinensis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9895: 'Bovidae'}	{9918: 'Bubalus'}	{89462: 'Bubalus bubalis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9431: 'Vespertilionidae'}	{9434: 'Myotis'}	{59463: 'Myotis lucifugus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9392: 'Scandentia'}	{9393: 'Tupaiidae'}	{9394: 'Tupaia'}	{246437: 'Tupaia chinensis'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9835: 'Camelidae'}	{9836: 'Camelus'}	{419612: 'Camelus ferus'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{91561: 'Artiodactyla'}	{9835: 'Camelidae'}	{30539: 'Vicugna'}	{30538: 'Vicugna pacos'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{33554: 'Carnivora'}	{9709: 'Phocidae'}	{9712: 'Leptonychotes'}	{9713: 'Leptonychotes weddellii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{9397: 'Chiroptera'}	{9431: 'Vespertilionidae'}	{9434: 'Myotis'}	{225400: 'Myotis davidii'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	<not present>	{9389: 'Chrysochloridae'}	{185452: 'Chrysochloris'}	{185453: 'Chrysochloris asiatica'}
{2759: 'Eukaryota'}	{33208: 'Metazoa'}	{7711: 'Chordata'}	{40674: 'Mammalia'}	{28734: 'Macroscelidea'}	{28735: 'Macroscelididae'}	{28736: 'Elephantulus'}	{28737: 'Elephantulus edwardii'}
